Nitrite measurement using Nitric Oxide Analyzer
Peaks are formed when tested solutions are injected into the purge vessel
This data corresponds to peaks from standard test solutions

Time	Voltage
0.340408	1.10
0.340411	1.90
0.340414	3.20
0.340417	3.20
0.340420	4.50
0.340423	5.20
0.340426	5.00
0.340429	5.50
0.340432	4.70
0.340434	4.60
0.340437	5.00
0.340440	4.20
0.340443	4.10
0.340446	3.30
0.340449	3.70
0.340452	4.10
0.340455	2.70
0.340458	2.80
0.340461	2.30
0.340463	2.30
0.340466	2.20
0.340469	1.90
0.340472	1.80
0.340475	2.00
0.340478	1.70
0.340481	1.90
0.340484	1.70
0.340487	1.70
0.340489	1.20
0.340492	1.20
0.340495	1.10
0.340498	1.50
0.340501	1.50
0.340504	1.10
0.340507	1.50
0.340510	1.30
0.340513	0.90
0.340516	1.00
0.340518	1.40
0.340521	1.10
0.340524	1.20
0.340527	1.10
0.340530	1.20
0.340533	1.40
0.340536	1.20
0.340539	1.00
0.340542	0.70
0.340544	1.20
0.340547	1.30
0.340550	0.80
0.340553	0.70
0.340556	0.90
0.340559	1.20
0.340562	1.10
0.340565	1.10
0.340568	1.00
0.340570	0.40
0.340573	1.00
0.340576	1.10
0.340579	1.00
0.340582	0.90
0.340585	1.10
0.340588	1.20
0.340591	1.40
0.340594	1.20
0.340597	0.70
0.340599	0.90
0.340602	1.10
0.340605	1.10
0.340608	1.20
0.340611	0.90
0.340614	1.10
0.340617	0.80
0.340620	1.40
0.340623	0.90
0.340625	1.30
0.340628	1.20
0.340631	1.30
0.340634	1.20
0.340637	0.80
0.340640	0.80
0.340643	0.50
0.340646	1.10
0.340649	1.00
0.340652	1.00
0.340654	1.10
0.340657	0.80
0.340660	0.80
0.340663	0.80
0.340666	0.60
0.340669	1.30
0.340672	0.80
0.340675	0.70
0.340678	0.90
0.340680	1.10
0.340683	1.00
0.340686	1.30
0.340689	0.20
0.340692	0.90
0.340695	1.20
0.340698	0.40
0.340701	1.20
0.340704	0.70
0.340706	1.20
0.340709	0.90
0.340712	1.40
0.340715	0.80
0.340718	1.00
0.340721	1.40
0.340724	0.80
0.340727	1.60
0.340730	0.70
0.340733	0.70
0.340735	1.00
0.340738	1.10
0.340741	1.30
0.340744	1.30
0.340747	0.80
0.340750	1.40
0.340753	1.00
0.340756	0.90
0.340759	1.00
0.340761	1.10
0.340764	0.90
0.340767	1.30
0.340770	1.10
0.340773	0.70
0.340776	0.90
0.340779	1.30
0.340782	1.10
0.340785	1.40
0.340788	0.80
0.340790	0.90
0.340793	1.20
0.340796	0.70
0.340799	1.00
0.340802	1.00
0.340805	0.60
0.340808	0.70
0.340811	0.80
0.340814	1.30
0.340816	1.10
0.340819	1.20
0.340822	1.10
0.340825	0.80
0.340828	1.00
0.340831	1.10
0.340834	1.20
0.340837	1.00
0.340840	0.90
0.340842	1.00
0.340845	0.70
0.340848	0.90
0.340851	1.00
0.340854	1.30
0.340857	0.70
0.340860	1.00
0.340863	1.60
0.340866	1.10
0.340869	1.20
0.340871	1.10
0.340874	1.00
0.340877	0.90
0.340880	0.70
0.340883	1.10
0.340886	0.70
0.340889	0.80
0.340892	0.80
0.340895	0.80
0.340897	1.20
0.340900	1.00
0.340903	0.90
0.340906	0.90
0.340909	0.70
0.340912	1.10
0.340915	1.10
0.340918	1.00
0.340921	1.40
0.340924	0.80
0.340926	0.80
0.340929	1.20
0.340932	1.30
0.340935	0.70
0.340938	1.00
0.340941	0.90
0.340944	1.30
0.340947	0.80
0.340950	0.70
0.340952	0.70
0.340955	1.50
0.340958	0.90
0.340961	1.60
0.340964	1.20
0.340967	1.40
0.340970	1.10
0.340973	0.80
0.340976	0.90
0.340978	1.10
0.340981	1.10
0.340984	1.00
0.340987	1.00
0.340990	1.10
0.340993	1.20
0.340996	1.10
0.340999	0.80
0.341002	0.90
0.341005	0.60
0.341007	1.10
0.341010	1.10
0.341013	0.80
0.341016	1.20
0.341019	1.10
0.341022	1.10
0.341025	1.10
0.341028	1.10
0.341031	1.40
0.341033	1.10
0.341036	1.50
0.341039	0.90
0.341042	0.90
0.341045	1.10
0.341048	0.60
0.341051	1.00
0.341054	0.60
0.341057	0.30
0.341059	0.70
0.341062	1.10
0.341065	1.70
0.341068	1.20
0.341071	1.20
0.341074	0.50
0.341077	1.10
0.341080	1.50
0.341083	1.40
0.341086	1.20
0.341088	1.10
0.341091	1.30
0.341094	1.20
0.341097	0.90
0.341100	0.90
0.341103	1.10
0.341106	1.00
0.341109	0.40
0.341112	1.00
0.341114	0.80
0.341117	1.60
0.341120	1.30
0.341123	1.30
0.341126	0.60
0.341129	1.20
0.341132	0.60
0.341135	1.10
0.341138	0.40
0.341141	1.10
0.341143	0.60
0.341146	1.10
0.341149	1.40
0.341152	1.10
0.341155	0.70
0.341158	1.30
0.341161	1.10
0.341164	1.60
0.341167	1.30
0.341169	0.90
0.341172	1.10
0.341175	1.30
0.341178	1.30
0.341181	1.10
0.341184	1.10
0.341187	1.20
0.341190	1.40
0.341193	1.70
0.341195	2.80
0.341198	4.60
0.341201	4.90
0.341204	5.00
0.341207	5.50
0.341210	6.60
0.341213	5.50
0.341216	5.20
0.341219	4.30
0.341222	4.60
0.341224	4.30
0.341227	4.10
0.341230	4.60
0.341233	3.20
0.341236	3.40
0.341239	2.60
0.341242	2.60
0.341245	3.30
0.341248	2.70
0.341250	2.50
0.341253	2.10
0.341256	1.90
0.341259	2.10
0.341262	2.00
0.341265	2.00
0.341268	1.70
0.341271	1.60
0.341274	1.30
0.341277	1.50
0.341279	1.90
0.341282	1.70
0.341285	1.10
0.341288	1.40
0.341291	1.10
0.341294	1.50
0.341297	1.00
0.341300	1.40
0.341303	1.30
0.341305	1.30
0.341308	1.30
0.341311	1.10
0.341314	1.10
0.341317	1.10
0.341320	1.00
0.341323	1.00
0.341326	1.10
0.341329	1.10
0.341331	1.40
0.341334	1.20
0.341337	2.60
0.341340	0.40
0.341343	1.10
0.341346	1.10
0.341349	1.00
0.341352	1.40
0.341355	0.80
0.341358	1.20
0.341360	1.10
0.341363	1.10
0.341366	1.30
0.341369	1.20
0.341372	1.00
0.341375	1.20
0.341378	1.30
0.341381	1.20
0.341384	1.10
0.341386	0.70
0.341389	1.40
0.341392	0.90
0.341395	0.80
0.341398	1.10
0.341401	1.10
0.341404	1.10
0.341407	0.80
0.341410	1.20
0.341413	1.10
0.341415	1.00
0.341418	1.10
0.341421	1.00
0.341424	0.70
0.341427	1.00
0.341430	1.10
0.341433	1.40
0.341436	1.00
0.341439	0.70
0.341441	1.00
0.341444	1.40
0.341447	1.00
0.341450	0.90
0.341453	1.20
0.341456	1.00
0.341459	1.20
0.341462	0.90
0.341465	1.30
0.341467	1.20
0.341470	1.10
0.341473	1.50
0.341476	1.50
0.341479	1.40
0.341482	1.10
0.341485	1.60
0.341488	0.90
0.341491	1.40
0.341494	1.40
0.341496	0.50
0.341499	1.00
0.341502	0.70
0.341505	1.00
0.341508	0.90
0.341511	1.40
0.341514	0.80
0.341517	0.60
0.341520	1.00
0.341522	1.10
0.341525	0.90
0.341528	0.90
0.341531	1.30
0.341534	1.70
0.341537	0.90
0.341540	1.00
0.341543	0.50
0.341546	1.00
0.341549	0.70
0.341551	1.00
0.341554	1.00
0.341557	1.00
0.341560	0.50
0.341563	1.00
0.341565	0.80
0.341569	1.00
0.341572	1.00
0.341574	1.00
0.341577	1.60
0.341580	0.80
0.341583	1.20
0.341586	0.70
0.341589	1.30
0.341592	1.30
0.341595	1.10
0.341598	1.00
0.341600	1.10
0.341603	0.80
0.341606	0.80
0.341609	1.40
0.341612	1.00
0.341615	1.20
0.341617	1.40
0.341621	2.10
0.341624	1.20
0.341627	1.20
0.341629	0.40
0.341632	1.00
0.341635	1.40
0.341638	1.90
0.341641	1.30
0.341644	1.20
0.341647	1.30
0.341650	0.60
0.341653	0.90
0.341655	1.30
0.341658	1.30
0.341661	0.80
0.341664	1.60
0.341667	1.60
0.341670	1.20
0.341673	1.10
0.341676	0.90
0.341679	1.10
0.341681	0.80
0.341684	1.10
0.341687	1.20
0.341690	1.20
0.341693	1.00
0.341696	0.90
0.341699	0.90
0.341702	0.70
0.341705	1.40
0.341708	1.00
0.341710	1.00
0.341713	1.20
0.341716	1.20
0.341719	1.20
0.341722	0.60
0.341725	1.10
0.341728	1.00
0.341731	0.90
0.341734	1.00
0.341736	0.90
0.341739	1.20
0.341742	1.00
0.341745	1.30
0.341748	1.00
0.341751	1.20
0.341754	1.30
0.341757	1.60
0.341760	0.50
0.341763	0.70
0.341765	0.80
0.341768	1.20
0.341771	1.80
0.341774	1.00
0.341777	1.10
0.341780	0.90
0.341783	1.00
0.341786	1.00
0.341789	1.40
0.341791	1.50
0.341794	1.20
0.341797	1.50
0.341800	1.10
0.341803	1.70
0.341806	1.00
0.341809	1.30
0.341812	1.00
0.341815	2.00
0.341817	1.00
0.341820	1.60
0.341823	1.10
0.341826	1.00
0.341829	1.60
0.341832	0.90
0.341835	0.70
0.341838	1.10
0.341841	0.90
0.341844	1.30
0.341846	1.20
0.341849	1.20
0.341852	1.70
0.341855	2.20
0.341858	4.70
0.341861	4.90
0.341864	5.90
0.341867	5.30
0.341870	6.00
0.341872	5.50
0.341875	5.70
0.341878	4.80
0.341881	4.50
0.341884	4.40
0.341887	5.00
0.341890	3.70
0.341893	3.40
0.341896	3.00
0.341899	3.20
0.341901	3.50
0.341904	2.90
0.341907	2.30
0.341910	2.50
0.341913	2.30
0.341916	2.40
0.341919	2.70
0.341922	1.70
0.341925	1.90
0.341927	1.80
0.341930	2.00
0.341933	1.70
0.341936	1.40
0.341939	1.50
0.341942	1.50
0.341945	1.20
0.341948	1.70
0.341951	1.80
0.341953	1.00
0.341956	1.50
0.341959	0.90
0.341962	1.00
0.341965	1.20
0.341968	1.20
0.341971	1.30
0.341974	0.90
0.341977	1.30
0.341980	1.30
0.341982	1.00
0.341985	1.20
0.341988	1.40
0.341991	0.80
0.341994	1.00
0.341997	0.70
0.342000	0.90
0.342003	1.50
0.342006	1.50
0.342008	1.30
0.342011	1.10
0.342014	1.20
0.342017	1.40
0.342020	1.20
0.342023	1.30
0.342026	1.10
0.342029	1.20
0.342032	1.00
0.342034	1.10
0.342037	1.00
0.342040	1.20
0.342043	1.10
0.342046	1.80
0.342049	0.80
0.342052	0.70
0.342055	1.00
0.342058	1.00
0.342061	1.10
0.342063	1.30
0.342066	1.10
0.342069	1.20
0.342072	1.00
0.342075	0.90
0.342078	1.10
0.342081	0.80
0.342084	0.70
0.342087	1.00
0.342089	1.10
0.342092	1.20
0.342095	0.70
0.342098	1.50
0.342101	0.90
0.342104	1.00
0.342107	0.60
0.342110	1.20
0.342113	1.20
0.342116	1.20
0.342118	1.20
0.342121	1.10
0.342124	1.50
0.342127	1.00
0.342130	1.00
0.342133	0.70
0.342136	0.80
0.342139	1.00
0.342142	1.00
0.342144	1.20
0.342147	1.30
0.342150	1.00
0.342153	1.20
0.342156	0.80
0.342159	1.10
0.342162	1.40
0.342165	1.10
0.342168	1.10
0.342170	0.90
0.342173	1.30
0.342176	1.50
0.342179	1.50
0.342182	0.60
0.342185	0.90
0.342188	1.30
0.342191	1.40
0.342194	1.00
0.342197	1.20
0.342199	1.60
0.342202	1.00
0.342205	1.30
0.342208	1.00
0.342211	1.10
0.342214	1.40
0.342217	0.80
0.342220	0.90
0.342223	0.70
0.342225	1.10
0.342228	0.80
0.342231	1.50
0.342234	1.20
0.342237	0.70
0.342240	1.00
0.342243	1.20
0.342246	1.00
0.342249	1.30
0.342252	1.10
0.342254	0.70
0.342257	1.10
0.342260	1.10
0.342263	1.50
0.342266	0.90
0.342269	1.10
0.342272	1.10
0.342275	1.30
0.342278	0.70
0.342280	0.90
0.342283	1.40
0.342286	0.90
0.342289	1.40
0.342292	1.50
0.342295	1.10
0.342298	1.50
0.342301	1.00
0.342304	0.90
0.342306	0.50
0.342309	1.00
0.342312	0.70
0.342315	1.30
0.342318	1.10
0.342321	1.50
0.342324	1.00
0.342327	1.40
0.342330	1.10
0.342333	0.50
0.342335	1.00
0.342338	1.30
0.342341	0.90
0.342344	0.60
0.342347	1.00
0.342350	1.20
0.342353	0.90
0.342356	0.80
0.342359	1.00
0.342361	1.20
0.342364	1.50
0.342367	1.20
0.342370	1.00
0.342373	1.40
0.342376	1.20
0.342379	1.50
0.342382	1.40
0.342385	1.60
0.342388	1.40
0.342390	1.40
0.342393	1.30
0.342396	1.40
0.342399	1.40
0.342402	1.30
0.342405	1.20
0.342408	1.50
0.342411	0.80
0.342414	1.20
0.342416	1.30
0.342419	1.00
0.342422	1.40
0.342425	0.80
0.342428	1.10
0.342431	1.00
0.342434	1.00
0.342437	1.20
0.342440	0.80
0.342442	0.90
0.342445	0.90
0.342448	0.60
0.342451	0.70
0.342454	1.20
0.342457	0.50
0.342460	0.80
0.342463	1.10
0.342466	1.50
0.342469	1.70
0.342471	0.70
0.342474	1.00
0.342477	1.10
0.342480	1.40
0.342483	1.10
0.342486	2.60
0.342489	8.60
0.342492	18.20
0.342495	26.90
0.342497	37.90
0.342500	42.60
0.342503	43.80
0.342506	47.00
0.342509	42.10
0.342512	39.20
0.342515	37.20
0.342518	32.30
0.342520	29.90
0.342523	27.60
0.342526	27.20
0.342529	23.50
0.342532	21.70
0.342535	19.10
0.342538	16.80
0.342541	14.10
0.342544	14.00
0.342547	13.40
0.342550	11.40
0.342552	10.00
0.342555	9.10
0.342558	8.30
0.342561	7.10
0.342564	6.70
0.342567	6.20
0.342570	6.20
0.342573	5.80
0.342576	6.20
0.342578	5.30
0.342581	5.20
0.342584	3.90
0.342587	3.90
0.342590	3.50
0.342593	3.10
0.342596	2.70
0.342599	2.70
0.342602	2.60
0.342605	2.70
0.342607	2.10
0.342610	2.10
0.342613	2.30
0.342616	2.30
0.342619	1.30
0.342622	2.30
0.342625	1.80
0.342628	1.20
0.342631	1.50
0.342633	2.00
0.342636	1.70
0.342639	2.00
0.342642	1.20
0.342645	1.30
0.342648	1.30
0.342651	1.20
0.342654	1.20
0.342657	0.80
0.342659	1.30
0.342662	1.40
0.342665	1.30
0.342668	1.00
0.342671	1.20
0.342674	1.60
0.342677	0.90
0.342680	1.10
0.342683	1.20
0.342686	1.20
0.342688	1.20
0.342691	1.30
0.342694	1.30
0.342697	0.80
0.342700	1.10
0.342703	0.70
0.342706	1.00
0.342709	1.00
0.342712	1.50
0.342714	1.40
0.342717	0.90
0.342720	0.90
0.342723	1.20
0.342726	0.70
0.342729	1.00
0.342732	1.20
0.342735	0.90
0.342738	0.90
0.342741	1.00
0.342743	1.10
0.342746	0.70
0.342749	0.90
0.342752	1.30
0.342755	2.10
0.342758	1.10
0.342761	1.10
0.342764	1.00
0.342767	0.90
0.342769	0.80
0.342772	1.30
0.342775	1.00
0.342778	1.00
0.342781	1.30
0.342784	1.10
0.342787	1.00
0.342790	0.60
0.342793	1.50
0.342795	1.10
0.342798	0.70
0.342801	1.10
0.342804	0.70
0.342807	1.00
0.342810	0.80
0.342813	1.40
0.342816	1.00
0.342819	1.00
0.342822	0.90
0.342824	1.30
0.342827	0.60
0.342830	1.50
0.342833	1.10
0.342836	1.30
0.342839	1.20
0.342842	0.90
0.342845	1.00
0.342848	1.00
0.342850	1.30
0.342853	1.10
0.342856	1.00
0.342859	1.70
0.342862	1.10
0.342865	2.10
0.342868	1.10
0.342871	1.50
0.342874	1.30
0.342877	1.20
0.342879	1.50
0.342882	1.30
0.342885	1.20
0.342888	1.20
0.342891	0.60
0.342894	1.70
0.342897	1.20
0.342900	1.00
0.342903	1.10
0.342905	0.90
0.342908	1.60
0.342911	1.00
0.342914	0.70
0.342917	0.80
0.342920	1.40
0.342923	0.90
0.342926	0.70
0.342929	0.80
0.342931	0.80
0.342934	1.10
0.342937	1.00
0.342940	0.90
0.342943	1.10
0.342946	0.90
0.342949	0.90
0.342952	1.10
0.342955	1.30
0.342958	0.90
0.342960	1.10
0.342963	1.30
0.342966	1.00
0.342969	1.40
0.342972	1.10
0.342975	1.00
0.342978	1.10
0.342981	1.20
0.342984	1.10
0.342986	1.20
0.342989	1.00
0.342992	1.60
0.342995	1.60
0.342998	0.50
0.343001	1.20
0.343004	1.30
0.343007	1.20
0.343010	1.30
0.343013	0.80
0.343015	1.20
0.343018	1.00
0.343021	0.90
0.343024	1.30
0.343027	0.90
0.343030	1.20
0.343033	0.80
0.343036	1.20
0.343039	1.00
0.343041	0.80
0.343044	1.30
0.343047	1.10
0.343050	1.20
0.343053	1.10
0.343056	1.10
0.343059	0.90
0.343062	1.00
0.343065	1.00
0.343067	0.80
0.343070	1.30
0.343073	1.20
0.343076	0.60
0.343079	1.00
0.343082	1.40
0.343085	1.10
0.343088	1.30
0.343091	1.20
0.343094	1.00
0.343096	0.50
0.343099	0.90
0.343102	1.10
0.343105	0.70
0.343108	0.50
0.343111	1.60
0.343114	1.20
0.343117	1.20
0.343120	0.90
0.343122	1.10
0.343125	1.40
0.343128	1.20
0.343131	1.10
0.343134	1.30
0.343137	1.40
0.343140	1.00
0.343143	1.30
0.343146	1.30
0.343149	1.10
0.343151	0.90
0.343154	1.70
0.343157	1.30
0.343160	1.00
0.343163	1.40
0.343166	1.20
0.343169	1.00
0.343172	0.90
0.343175	1.10
0.343177	1.40
0.343180	0.90
0.343183	0.80
0.343186	1.20
0.343189	1.30
0.343192	1.20
0.343195	1.20
0.343198	0.80
0.343201	0.80
0.343203	1.00
0.343206	1.00
0.343209	1.20
0.343212	1.30
0.343215	1.10
0.343218	0.80
0.343221	1.50
0.343224	1.10
0.343227	1.00
0.343230	1.00
0.343232	1.10
0.343235	1.20
0.343238	0.90
0.343241	1.50
0.343244	1.40
0.343247	1.40
0.343250	1.10
0.343253	1.20
0.343256	1.30
0.343258	1.00
0.343261	0.90
0.343264	1.50
0.343267	1.20
0.343270	0.90
0.343273	0.90
0.343276	0.90
0.343279	0.90
0.343282	1.10
0.343284	1.20
0.343287	0.90
0.343290	1.20
0.343293	1.00
0.343296	0.90
0.343299	0.70
0.343302	0.80
0.343305	1.40
0.343308	1.00
0.343311	0.90
0.343313	0.80
0.343316	1.10
0.343319	1.00
0.343322	1.40
0.343325	1.20
0.343328	0.80
0.343331	1.00
0.343334	0.60
0.343337	1.40
0.343339	1.00
0.343342	1.20
0.343345	1.00
0.343348	1.10
0.343351	1.20
0.343354	0.90
0.343357	1.20
0.343360	1.20
0.343363	1.20
0.343366	0.90
0.343368	1.10
0.343371	1.30
0.343374	1.30
0.343377	0.90
0.343380	0.80
0.343383	1.60
0.343386	0.90
0.343389	1.30
0.343392	1.30
0.343394	1.20
0.343397	1.60
0.343400	1.10
0.343403	0.90
0.343406	1.10
0.343409	1.40
0.343412	0.70
0.343415	1.00
0.343418	0.00
0.343420	1.60
0.343423	1.00
0.343426	1.00
0.343429	0.80
0.343432	1.00
0.343435	1.20
0.343438	1.20
0.343441	0.80
0.343444	1.20
0.343447	1.00
0.343449	0.80
0.343452	1.40
0.343455	0.90
0.343458	0.70
0.343461	1.30
0.343464	0.90
0.343467	1.00
0.343470	0.90
0.343473	0.70
0.343475	1.20
0.343478	1.20
0.343481	1.00
0.343484	1.20
0.343487	1.00
0.343490	1.40
0.343493	1.00
0.343496	1.10
0.343499	1.00
0.343502	1.40
0.343504	1.00
0.343507	1.20
0.343510	0.90
0.343513	1.20
0.343516	0.80
0.343519	1.10
0.343522	0.70
0.343525	1.30
0.343528	1.10
0.343530	1.10
0.343533	1.30
0.343536	0.80
0.343539	1.00
0.343542	1.20
0.343545	1.20
0.343548	1.00
0.343551	1.20
0.343554	1.20
0.343556	1.30
0.343559	0.70
0.343562	1.10
0.343565	1.20
0.343568	1.20
0.343571	1.80
0.343574	1.50
0.343577	1.20
0.343580	0.90
0.343583	1.20
0.343585	1.20
0.343588	1.50
0.343591	1.20
0.343594	1.30
0.343597	1.60
0.343600	1.20
0.343603	0.30
0.343606	1.20
0.343609	1.00
0.343611	0.70
0.343614	1.70
0.343617	1.30
0.343620	1.10
0.343623	1.30
0.343626	1.10
0.343629	1.50
0.343632	1.80
0.343635	0.80
0.343638	1.10
0.343640	0.90
0.343643	1.00
0.343646	0.80
0.343649	1.00
0.343652	1.10
0.343655	1.00
0.343658	1.20
0.343661	1.20
0.343664	0.90
0.343666	0.80
0.343669	1.20
0.343672	0.90
0.343675	0.90
0.343678	1.10
0.343681	1.30
0.343684	5.00
0.343687	17.10
0.343690	40.20
0.343692	51.60
0.343695	55.00
0.343698	49.60
0.343701	48.20
0.343704	48.80
0.343707	43.30
0.343710	39.50
0.343713	36.50
0.343716	33.50
0.343719	30.20
0.343721	27.90
0.343724	24.20
0.343727	22.10
0.343730	20.80
0.343733	18.00
0.343736	16.40
0.343739	15.20
0.343742	15.40
0.343745	13.20
0.343747	12.00
0.343750	10.50
0.343753	9.30
0.343756	8.40
0.343759	8.30
0.343762	8.50
0.343765	7.20
0.343768	6.10
0.343771	5.10
0.343774	5.10
0.343776	5.00
0.343779	4.80
0.343782	4.00
0.343785	4.40
0.343788	3.90
0.343791	3.40
0.343794	4.30
0.343797	2.80
0.343800	2.90
0.343802	2.50
0.343805	2.30
0.343808	2.10
0.343811	1.70
0.343814	1.90
0.343817	1.80
0.343820	1.90
0.343823	2.40
