946.122	30771
946.404	30864
946.658	30783
946.94	30801
947.193	30776
947.475	30745
947.728	30673
948.009	30628
948.262	30752
948.543	30777
948.795	30560
949.075	30538
949.356	30260
949.607	30555
949.887	30466
950.139	30383
950.418	30321
950.669	30162
950.948	30054
951.199	30056
951.478	29817
951.728	29842
952.007	29975
952.257	30061
952.535	29901
952.785	29864
953.062	29862
953.339	29836
953.589	29760
953.866	29734
954.115	29901
954.391	29795
954.64	29696
954.916	29529
955.164	29324
955.44	29514
955.688	29530
955.963	29435
956.211	29410
956.486	29382
956.733	29294
957.008	29324
957.255	29250
957.529	29143
957.803	29211
958.05	28983
958.323	28859
958.569	28887
958.843	28917
959.088	28946
959.361	28946
959.607	28719
959.879	28680
960.124	28514
960.397	28650
960.641	28560
960.913	28548
961.158	28573
961.429	28599
961.7	28534
961.944	28349
962.215	28264
962.459	28444
962.729	28585
962.972	28361
963.242	28340
963.485	28289
963.755	28277
963.998	28307
964.267	28303
964.509	28258
964.778	28279
965.02	28386
965.289	28322
965.531	28276
965.799	28295
966.067	28363
966.308	28335
966.576	28296
966.816	28254
967.084	28177
967.324	28137
967.591	28019
967.831	28379
968.098	28137
968.338	28107
968.604	28015
968.843	28046
969.109	28062
969.348	27988
969.614	27901
969.879	27767
970.118	28038
970.383	28068
970.621	28027
970.886	28070
971.124	27974
971.388	27968
971.626	27978
971.889	27896
972.127	27842
972.39	27813
972.627	27967
972.89	27828
973.127	27899
973.39	28016
973.626	27961
973.889	27882
974.151	27819
974.387	27741
974.649	27712
974.884	27499
975.146	27746
975.381	27715
975.642	27725
975.877	27632
976.138	27629
976.372	27725
976.633	27800
976.867	27763
977.127	27594
977.361	27807
